strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Guyane/342/2022	2022-03-03	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036338	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/105/2022	2022-01-26	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036339	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/002/2022	2022-01-03	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036340	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/137/2022	2022-02-03	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036341	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/282/2022	2022-02-22	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036342	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/123/2022	2022-01-30	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036343	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Uruguay/2520/2022	2022-06-02	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14789780	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2612/2022	2022-06-06	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14789845	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2443/2022	2022-05-27	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14789891	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2716/2022	2022-06-13	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14790007	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2762/2022	2022-06-16	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14790050	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2943/2022	2022-06-28	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14790084	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Santiago/1425/2022	2021-12-31	h3n2_flu	South America	Chile	Human	EPI_ISL_14847570	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/1442/2022	2022-01-02	h3n2_flu	South America	Chile	Human	EPI_ISL_14847573	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/2145/2022	2022-01-03	h3n2_flu	South America	Chile	Human	EPI_ISL_14847574	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/2589/2022	2022-01-04	h3n2_flu	South America	Chile	Human	EPI_ISL_14847575	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/2683/2022	2022-01-05	h3n2_flu	South America	Chile	Human	EPI_ISL_14847576	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/3367/2022	2022-01-04	h3n2_flu	South America	Chile	Human	EPI_ISL_14847577	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/3372/2022	2022-01-03	h3n2_flu	South America	Chile	Human	EPI_ISL_14847578	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/613/2022	2021-12-30	h3n2_flu	South America	Chile	Human	EPI_ISL_14847579	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/831/2022	2021-12-28	h3n2_flu	South America	Chile	Human	EPI_ISL_14847580	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/832/2022	2021-12-28	h3n2_flu	South America	Chile	Human	EPI_ISL_14847581	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/12452/2022	2022-01-17	h3n2_flu	South America	Chile	Human	EPI_ISL_14847582	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuertoMontt/12799/2022	2022-01-14	h3n2_flu	South America	Chile	Human	EPI_ISL_14847583	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuertoMontt/12800/2022	2022-01-17	h3n2_flu	South America	Chile	Human	EPI_ISL_14847584	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/14128/2022	2022-01-19	h3n2_flu	South America	Chile	Human	EPI_ISL_14847851	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Bolivia/1697/2022	2022-06-08	h3n2_flu	South America	Bolivia	Human	EPI_ISL_14863111	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Para/181393-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_14863115	Centers for Disease Control and Prevention	National Influenza Center
A/Pto_Montt/71529/2022	2022-06-03	h3n2_flu	South America	Chile	Human	EPI_ISL_14863116	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Linares/70545/2022	2022-06-02	h3n2_flu	South America	Chile	Human	EPI_ISL_14863117	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Rancagua/71324/2022	2022-06-03	h3n2_flu	South America	Chile	Human	EPI_ISL_14863121	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Antofagasta/71338/2022	2022-06-06	h3n2_flu	South America	Chile	Human	EPI_ISL_14863122	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Bolivia/1785/2022	2022-06-23	h3n2_flu	South America	Bolivia	Human	EPI_ISL_14863129	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Laserena/70532/2022	2022-06-04	h3n2_flu	South America	Chile	Human	EPI_ISL_14863131	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Concepcion/40753/2022	2022-03-20	h3n2_flu	South America	Chile	Human	EPI_ISL_14896751	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/PuntaArenas/59960/2022	2022-05-09	h3n2_flu	South America	Chile	Human	EPI_ISL_14896752	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/40754/2022	2022-03-19	h3n2_flu	South America	Chile	Human	EPI_ISL_14896859	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/PuertoMontt/40883/2022	2022-03-17	h3n2_flu	South America	Chile	Human	EPI_ISL_14897026	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/PuntaArenas/59961/2022	2022-04-25	h3n2_flu	South America	Chile	Human	EPI_ISL_14897131	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/59741/2022	2022-05-11	h3n2_flu	South America	Chile	Human	EPI_ISL_14903814	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuertoMontt/59789/2022	2022-05-10	h3n2_flu	South America	Chile	Human	EPI_ISL_14903819	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuertoMontt/59790/2022	2022-05-11	h3n2_flu	South America	Chile	Human	EPI_ISL_14903823	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/47201/2022	2022-04-06	h3n2_flu	South America	Chile	Human	EPI_ISL_14904305	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/PuntaArenas/59948/2022	2022-05-10	h3n2_flu	South America	Chile	Human	EPI_ISL_14920208	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArenas/59949/2022	2022-05-09	h3n2_flu	South America	Chile	Human	EPI_ISL_14920242	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArenas/59951/2022	2022-05-06	h3n2_flu	South America	Chile	Human	EPI_ISL_14920692	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArenas/59952/2022	2022-05-04	h3n2_flu	South America	Chile	Human	EPI_ISL_14920693	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Antofagasta/81606/2022	2022-06-16	h3n2_flu	South America	Chile	Human	EPI_ISL_14920789	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArenas/59953/2022	2022-05-05	h3n2_flu	South America	Chile	Human	EPI_ISL_14920798	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArenas/59954/2022	2022-05-11	h3n2_flu	South America	Chile	Human	EPI_ISL_14920977	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Antofagasta/81607/2022	2022-06-14	h3n2_flu	South America	Chile	Human	EPI_ISL_14920983	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Valdivia/89034/2022	2022-07-04	h3n2_flu	South America	Chile	Human	EPI_ISL_14936877	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/89083/2022	2022-07-19	h3n2_flu	South America	Chile	Human	EPI_ISL_14936964	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Osoorno/53068/2022	2022-04-23	h3n2_flu	South America	Chile	Human	EPI_ISL_14936965	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Santiago/89084/2022	2022-07-18	h3n2_flu	South America	Chile	Human	EPI_ISL_14936966	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Talca/53387/2022	2022-04-26	h3n2_flu	South America	Chile	Human	EPI_ISL_14936967	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Linares/53823/2022	2022-04-25	h3n2_flu	South America	Chile	Human	EPI_ISL_14936968	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Rancagua/98088/2022	2022-07-12	h3n2_flu	South America	Chile	Human	EPI_ISL_14936969	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Linares/53827/2022	2022-04-22	h3n2_flu	South America	Chile	Human	EPI_ISL_14936970	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/ViñaDelMar/90277/2022	2022-07-19	h3n2_flu	South America	Chile	Human	EPI_ISL_14936973	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/53911/2022	2022-04-20	h3n2_flu	South America	Chile	Human	EPI_ISL_14938111	Instituto de Salud Publica	Instituto de Salud Publica de Chile
A/Goias/_IAL/C9768/2022	2022-07-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986687	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9770/2022	2022-07-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986688	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9771/2022	2022-07-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986689	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9773/2022	2022-07-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986690	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9774/2022	2022-07-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986691	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9775/2022	2022-07-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986692	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9776/2022	2022-07-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986693	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9777/2022	2022-07-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986694	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9778/2022	2022-07-25	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986695	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Distrito_Federal/IAL/C9779/2022	2022-07-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986696	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9780/2022	2022-07-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986697	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9781/2022	2022-07-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986698	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9782/2022	2022-08-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_14986699	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9848/2022	2022-08-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683232	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9849/2022	2022-08-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683233	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9853/2022	2022-09-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683235	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9854/2022	2022-09-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683236	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9855/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683237	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9858/2022	2022-09-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683238	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9859/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683239	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9860/2022	2022-10-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683240	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9861/2022	2022-09-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683241	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9862/2022	2022-09-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683242	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9863/2022	2022-10-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683243	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9865/2022	2022-10-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683244	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9866/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683245	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9867/2022	2022-09-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683246	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9869/2022	2022-09-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683248	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9870/2022	2022-09-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683249	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9871/2022	2022-09-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683250	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C9874/2022	2022-09-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_15683251	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/66723/2021	2021-12-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_15707506	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Goias
A/Alagoas/22367/2022	2022-10-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157542	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Bahia/22369/2022	2022-11-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157543	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Bahia/22370/2022	2022-11-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157544	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Espirito_Santo/22372/2022	2022-10-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157546	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22373/2022	2022-10-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157547	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22374/2022	2022-10-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157548	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22376/2022	2022-09-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157549	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22380/2022	2022-11-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157550	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22381/2022	2022-11-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157551	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22383/2022	2022-10-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157552	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22384/2022	2022-11-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157553	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22385/2022	2022-10-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157554	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22386/2022	2022-10-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157555	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22389/2022	2022-10-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157556	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22393/2022	2022-10-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157557	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22394/2022	2022-10-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157558	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/22399/2022	2022-11-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157559	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Parana/21687/2022	2022-09-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_16157560	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
